"","suminc_before_application","default_option","quarter_ofyear","children","years_education","totweeksbenefits26","totincome26","age","benefits_wk13","location","female","partner","totweekswage26","benefits_wk26","searchperiod"
"611",64.923023,"normal",4,0,15,25,5114.7603,48,1,"Zuidoost",1,0,0,1,0
"612",38.82423,"normal",2,0,10,26,6601.4492,38,1,"Zuidoost",0,0,0,1,0
"613",43.708782,"normal",4,0,13,23,6322.0664,40,1,"Zuidoost",0,0,9,1,0
"614",0,"never",4,0,11.5,0,0,56,0,"Zuid/West",0,0,0,0,0
"615",44.776272,"never",4,1,15,26,6908.519,40,1,"Zuid/West",1,0,0,1,0
"616",85.357803,"never",4,0,15,8,28495.24,51,0,"Zuid/West",0,0,20,0,0
"617",17.696283,"never",2,0,15,26,5830.2153,47,1,"Zuid/West",1,0,10,1,0
"618",57.289215,"never",4,0,16.5,26,4393.6313,29,1,"Zuid/West",0,0,0,1,0
"619",0,"never",2,0,6,0,0,56,0,"Zuid/West",0,0,0,0,0
"620",23.477486,"normal",3,0,6,0,5424.8755,49,0,"Zuid/West",0,0,26,0,1
"621",61.911667,"never",4,0,15,26,6614.0044,50,1,"Zuid/West",1,0,0,1,0
"622",-0.24057871,"never",2,0,11.5,26,4977.9121,29,1,"Zuid/West",0,0,0,1,0
"624",42.974018,"normal",3,0,13,17,7232.6348,38,1,"Zuid/West",0,0,9,0,1
"625",3.2832816,"normal",2,0,16.5,0,0,29,0,"Zuid/West",1,0,0,0,1
"626",1,"normal",3,0,13,0,0,44,0,"Zuid/West",0,0,0,0,1
"627",17.367016,"normal",2,0,10,24,5277.8521,37,1,"Zuid/West",0,0,0,1,1
"628",16.246961,"normal",2,0,16.5,11,830.06464,55,0,"Zuid/West",0,0,0,0,1
"629",19.696264,"never",2,0,15,2,16092.026,43,0,"Zuid/West",0,0,26,0,0
"630",3.1798279,"never",2,0,16.5,7,8737.1963,40,0,"Zuid/West",1,0,20,0,0
"631",22.427036,"normal",3,0,NA,0,5710.7534,39,0,"Zuid/West",1,0,26,0,1
"632",53.426159,"normal",2,0,16.5,0,3474.1743,28,0,"Zuid/West",0,0,21,0,1
"633",23.272686,"never",4,0,16.5,26,7183.1118,31,1,"Zuid/West",0,0,1,1,0
"634",0,"never",1,0,10,13,2718.3562,33,1,"Zuid/West",0,0,0,0,0
"635",21.27422,"never",4,0,10,15,6171.6802,41,1,"Zuid/West",0,0,19,0,0
"636",16.662872,"never",1,0,11.5,10,9728.7129,37,0,"Zuid/West",0,0,26,0,0
"637",55.158958,"never",3,0,15,23,7714.9321,38,1,"Zuid/West",1,0,10,1,0
"638",23.722334,"normal",4,0,10,26,5397.9453,41,1,"Zuidoost",1,0,0,1,1
"639",7.7071304,"normal",3,0,15,26,5591.9155,41,1,"Zuidoost",0,0,4,1,0
"640",9.9223557,"normal",1,0,6,0,0,40,0,"Zuidoost",1,0,0,0,1
"641",0.1360743,"never",3,0,10,0,3537.9314,48,0,"Zuidoost",1,0,26,0,0
"643",38.326653,"normal",4,1,6,25,6209.7407,41,1,"Zuidoost",1,0,0,1,1
"644",17.984983,"normal",4,0,NA,0,2405.7583,35,0,"Zuidoost",1,0,11,0,1
"645",21.444006,"normal",3,0,13,26,6747.4419,30,1,"Zuidoost",0,0,22,1,0
"646",7.0244751,"normal",4,0,13,26,4654.3286,50,1,"Zuidoost",0,0,0,1,0
"647",11.65812,"never",3,0,10,12,4798.895,32,0,"Zuidoost",0,0,20,0,1
"648",48.136604,"never",3,0,16.5,16,9166.3291,38,1,"Zuidoost",0,0,11,0,0
"649",43.242844,"normal",3,1,10,23,6681.0918,32,1,"Zuidoost",1,0,7,1,0
"650",30.267035,"normal",4,0,10,19,4358.6372,36,1,"Zuidoost",0,0,0,0,1
"651",45.295033,"never",3,1,13,24,6102.6709,44,1,"Zuidoost",1,0,0,1,0
"652",32.510323,"never",4,0,10,26,6573.291,49,1,"Zuidoost",0,0,10,1,0
"653",1,"normal",1,0,13,13,9776.5137,50,1,"Zuidoost",0,0,18,0,1
"654",30.391045,"normal",4,1,10,26,6021.4893,31,1,"Zuidoost",0,1,0,1,0
"655",22.693058,"never",2,0,6,26,11189.227,28,1,"Zuidoost",0,0,25,1,0
"657",1.33701995,"normal",4,0,6,26,6809.8887,31,1,"Zuidoost",0,0,0,1,1
"658",32.552361,"normal",3,0,6,0,11699.163,35,0,"Zuidoost",0,0,0,0,1
"659",11.294071,"never",3,0,NA,0,0,35,0,"Zuidoost",1,0,0,0,1
"660",28.484613,"normal",1,0,6,0,1265.4275,32,0,"Zuidoost",0,0,11,0,1
"661",21.662437,"normal",4,0,6,26,4958.4551,52,1,"Zuidoost",1,0,0,1,0
"663",39.610649,"normal",4,1,10,26,7833.8818,52,1,"Zuidoost",0,1,9,1,0
"664",4.3492064,"never",3,1,13,26,5838.1563,28,1,"Zuidoost",1,0,0,1,0
"665",1,"normal",1,0,16.5,22,2876.52,52,1,"Zuidoost",0,0,0,1,1
"666",66.053314,"never",2,0,13,26,5539.9082,39,1,"Zuidoost",0,0,0,1,0
"667",41.959515,"normal",4,1,6,0,3497.6697,59,0,"Zuidoost",0,0,26,0,0
"668",30.808302,"normal",2,1,6,26,0,42,1,"Zuidoost",1,0,0,1,1
"669",1,"normal",1,0,13,26,6946.7192,34,1,"Zuidoost",1,0,0,1,1
"670",26.391056,"normal",4,0,13,0,70.979988,45,0,"Zuidoost",1,0,8,0,1
"671",47.685749,"normal",1,1,15,23,7281.7954,32,1,"Zuidoost",1,0,0,1,1
"672",39.284481,"never",3,0,10,7,6408.1372,34,0,"Zuidoost",0,0,21,0,0
"673",14.9805,"never",3,0,15,24,6455.7324,31,1,"Zuidoost",1,0,12,1,0
"674",27.165941,"never",3,0,10,0,11667.757,29,0,"Zuidoost",0,0,26,0,0
"675",47.420086,"normal",4,0,16.5,6,11246.54,31,0,"Zuidoost",1,0,22,0,0
"676",66.208565,"never",2,0,13,0,454.72873,55,0,"Zuid/West",0,0,0,0,0
"677",1.36066839,"normal",4,1,11.5,0,0,45,0,"Zuid/West",1,1,0,0,0
"678",0,"never",1,0,10,26,5846.6382,44,1,"Zuid/West",0,0,13,1,0
"679",1,"normal",4,1,10,23,6901.668,47,1,"Zuid/West",0,1,0,1,0
"680",26.899168,"never",1,1,13,22,5680.3892,28,1,"Zuid/West",1,0,2,0,0
"681",35.784714,"never",2,0,16.5,12,4944.4619,38,0,"Zuid/West",1,0,25,0,0
"682",48.137058,"normal",3,1,13,26,6467.6201,51,1,"Zuid/West",1,0,6,1,0
"683",1,"normal",4,0,15,23,5104.7178,52,1,"Zuid/West",1,0,0,1,0
"684",59.787155,"never",2,0,11.5,26,5200.1724,55,1,"Zuid/West",0,0,0,1,0
"685",31.072218,"never",3,1,13,26,11041.613,46,1,"Zuid/West",1,0,9,1,0
"686",43.333538,"never",2,0,10,0,2075.8523,28,0,"Zuid/West",1,0,13,0,1
"687",60.673737,"normal",4,0,13,25,7754.6807,39,1,"Zuid/West",0,0,0,1,0
"688",54.12534,"normal",3,0,11.5,15,8062.6416,44,1,"Zuid/West",0,0,13,0,0
"689",29.297827,"normal",3,0,10,19,6602.6816,40,1,"Zuid/West",0,0,6,0,0
"690",0,"never",1,0,13,26,4183.3716,41,1,"Zuid/West",0,1,0,1,0
"691",42.792999,"never",2,0,6,0,0,57,0,"Zuid/West",1,0,0,0,0
"692",1,"normal",4,0,13,26,4974.6626,47,1,"Zuid/West",0,0,0,1,1
"693",1,"normal",3,0,16.5,26,5410.2681,37,1,"Zuid/West",0,0,0,1,0
"694",5.8904057,"never",2,0,10,0,9896.9883,37,0,"Zuid/West",1,1,23,0,0
"695",33.836613,"normal",4,0,13,26,5751.4497,29,1,"Zuid/West",0,0,0,1,0
"696",72.92971,"normal",4,0,15,26,5546.2656,36,1,"Zuid/West",1,0,0,1,0
"697",56.216801,"normal",3,0,15,0,485.91943,32,0,"Zuid/West",1,0,0,0,0
"698",25.756519,"normal",3,0,13,9,10167.214,50,0,"Zuid/West",1,0,17,0,0
"699",10.4316578,"normal",3,0,16.5,6,17274.832,28,0,"Zuid/West",0,0,21,0,1
"700",65.443245,"normal",4,1,11.5,0,0,53,0,"Zuid/West",0,1,0,0,0
"701",20.725071,"never",2,0,16.5,9,4967.3589,30,0,"Zuid/West",1,0,22,0,0
"702",75.260452,"normal",3,0,15,25,6156.9521,51,1,"Zuid/West",1,0,0,1,0
"703",21.275671,"never",1,0,11.5,26,5235.4053,39,1,"Zuid/West",1,1,0,1,0
"704",3.4367585,"normal",3,0,16.5,12,9569.9033,28,0,"Zuid/West",1,0,26,0,1
"705",16.339923,"normal",3,1,16.5,0,11731.324,28,0,"Zuid/West",1,0,23,0,0
"706",1,"normal",3,0,13,24,5065.7988,56,1,"Zuid/West",1,0,0,1,0
"707",0,"never",2,0,15,26,4781.5005,63,1,"Zuid/West",0,0,0,1,0
"708",55.473381,"normal",3,0,16.5,23,6084.4258,42,1,"Zuid/West",0,0,0,1,0
"709",29.963367,"normal",3,0,15,0,0,42,0,"Zuid/West",0,0,0,0,1
"710",29.228508,"normal",3,1,11.5,26,6865.2437,53,1,"Zuid/West",1,0,18,1,0
"711",4.4625502,"normal",2,0,6,26,7755.377,42,1,"Zuid/West",0,1,0,1,0
"712",1,"normal",3,0,11.5,26,5139.3252,58,1,"Zuid/West",0,0,0,1,0
"713",66.326904,"never",1,0,13,0,182.21698,57,0,"Zuid/West",1,0,0,0,0
"714",2.9549224,"never",1,1,13,26,7722.3408,33,1,"Zuid/West",0,1,21,1,0
"715",28.585176,"never",2,1,13,26,2288.7568,37,1,"Zuid/West",1,0,22,1,0
"716",42.066696,"normal",3,1,13,26,6491.5156,46,1,"Zuid/West",1,0,0,1,0
"717",16.202749,"normal",2,0,10,26,5426.6616,28,1,"Zuid/West",0,0,0,1,0
"718",52.820522,"normal",3,0,13,17,8581.4043,30,1,"Zuid/West",1,0,8,0,1
"719",37.412819,"never",2,0,6,26,5477.2808,37,1,"Zuid/West",0,0,2,1,0
"720",54.868156,"normal",3,0,13,24,6035.4883,31,1,"Zuid/West",0,0,0,1,1
"721",51.093246,"never",2,0,16.5,0,8917.6016,28,0,"Zuid/West",1,0,26,0,0
"722",1,"normal",3,0,16.5,21,2003.2516,29,1,"Zuid/West",1,0,1,1,1
"723",19.883501,"never",2,0,13,26,5171.688,35,1,"Zuid/West",0,0,0,1,0
"724",26.542542,"normal",2,0,10,11,1458.0604,48,0,"Zuid/West",0,1,6,0,0
"726",43.920876,"normal",2,0,13,24,7904.6167,32,1,"Zuid/West",1,0,2,1,0
"727",5.9325371,"never",2,0,10,26,4841.9761,37,1,"Zuid/West",0,0,0,1,0
"728",45.055916,"never",2,0,15,26,5672.3838,30,1,"Zuid/West",0,0,0,1,0
"729",0,"never",2,0,15,21,4309.4419,31,1,"Zuid/West",0,0,1,0,0
"730",66.909622,"normal",2,0,11.5,25,5459.3022,46,1,"Zuid/West",0,0,0,1,1
"731",63.011929,"normal",3,0,16.5,26,6501.0449,37,1,"Zuid/West",1,0,0,1,1
"732",13.852443,"normal",3,0,6,0,3056.0837,42,0,"Zuid/West",0,0,19,0,1
"733",11.034021,"normal",3,1,15,26,7875.0771,49,1,"Zuid/West",0,1,0,1,1
"734",4.85532,"never",2,0,10,14,7604.9063,51,1,"Zuid/West",0,0,13,0,0
"735",19.894104,"never",2,1,15,26,0,35,1,"Zuid/West",1,0,0,1,0
"736",65.389328,"never",2,0,11.5,26,6269.7354,46,1,"Zuid/West",0,0,0,1,1
"737",29.240993,"normal",3,0,10,26,5405.0938,47,1,"Zuid/West",0,0,0,1,1
"738",46.104172,"normal",3,0,13,0,3730.0776,49,0,"Zuid/West",1,0,23,0,1
"739",25.697273,"never",2,0,10,26,8677.5869,56,1,"Zuid/West",1,0,26,1,0
"740",2.9406917,"normal",1,0,13,26,5556.7212,38,1,"Zuid/West",0,0,0,1,0
"741",12.680532,"never",3,0,16.5,15,3255.759,44,1,"Zuid/West",0,0,0,0,0
"742",9.9080229,"never",3,0,16.5,26,12096.929,30,1,"Zuid/West",0,0,24,1,0
"744",29.127113,"never",3,0,6,26,5529.9375,42,1,"Zuid/West",0,0,4,1,0
"745",64.589935,"normal",1,0,15,18,8004.0562,36,1,"Centrum/Oost",0,0,10,0,1
"746",71.194397,"normal",1,0,15,5,15787.192,29,0,"Centrum/Oost",1,0,22,0,0
"747",40.386139,"never",1,0,13,26,5246.3501,44,1,"Zuid/West",0,0,0,1,0
"748",13.797045,"never",4,0,16.5,26,4639.9595,28,1,"Zuid/West",0,0,0,1,0
"749",0.012281328,"never",4,0,10,26,6369.4932,49,1,"Zuid/West",1,0,26,1,0
"750",0,"never",1,0,6,26,7796.4731,59,1,"Zuid/West",0,1,0,1,0
"751",59.351166,"never",4,0,11.5,13,5627.854,31,1,"Zuid/West",0,0,11,0,0
"752",38.454288,"never",1,1,10,26,7410.1084,33,1,"Zuid/West",1,0,5,1,0
"753",32.669407,"normal",2,0,13,11,9076.7773,32,0,"Zuid/West",0,0,26,0,0
"754",11.381834,"normal",2,0,16.5,12,12846.064,29,0,"Zuid/West",1,0,26,0,0
"755",45.490101,"never",4,0,16.5,26,16776.723,51,1,"Zuid/West",0,0,0,1,0
"756",40.911686,"never",1,0,16.5,15,0,55,1,"Zuid/West",0,0,0,0,0
"757",44.883118,"never",4,0,13,18,9357.9082,38,1,"Zuid/West",0,0,26,0,0
"758",1,"normal",2,0,16.5,12,9651.4189,28,0,"Zuid/West",0,0,16,0,0
"760",33.147518,"never",1,0,13,26,5498.4922,46,1,"Zuid/West",0,0,12,1,0
"761",39.158188,"never",1,0,13,25,3803.7305,32,1,"Zuid/West",0,1,0,1,0
"762",8.1104231,"never",1,0,16.5,26,4855.4126,32,1,"Zuid/West",1,0,0,1,0
"763",33.718006,"normal",2,0,6,26,6993.6196,33,1,"Zuid/West",0,0,0,1,0
"764",1.46090671,"normal",4,0,13,26,5322.6494,48,1,"Centrum/Oost",0,0,0,1,0
"765",17.815512,"normal",4,0,11.5,3,8757.0166,36,0,"Centrum/Oost",1,0,26,0,0
"767",37.63736,"normal",3,0,6,15,11381.412,39,1,"Centrum/Oost",1,0,13,0,0
"768",31.031431,"normal",1,0,15,26,8013.3604,40,1,"Centrum/Oost",1,0,0,1,0
"769",37.736217,"normal",1,1,15,26,6187.4375,38,1,"Centrum/Oost",1,1,0,1,0
"770",67.193573,"normal",3,0,16.5,0,0,60,0,"Centrum/Oost",1,0,0,0,0
"771",17.191792,"normal",4,0,15,26,5705.7725,48,1,"Centrum/Oost",0,0,21,1,1
"772",25.885536,"normal",3,0,13,24,6651.2769,45,1,"Centrum/Oost",1,0,0,1,0
"773",55.171379,"normal",3,0,6,2,6958.6299,50,0,"Centrum/Oost",0,0,6,0,0
"774",1,"normal",3,0,15,25,5462.5117,43,1,"Centrum/Oost",0,0,0,0,0
"775",36.377651,"normal",4,1,15,26,6443.0366,43,1,"Centrum/Oost",1,0,0,1,0
"776",33.25259,"normal",3,0,NA,5,12702.328,31,0,"Centrum/Oost",1,0,26,0,0
"777",36.503017,"normal",1,0,10,26,6787.1992,44,1,"Centrum/Oost",1,0,6,1,0
"778",19.35321,"normal",1,0,15,26,4885.937,47,1,"Centrum/Oost",0,1,3,1,0
"779",10.9227219,"normal",4,0,10,26,7663.3394,33,1,"Centrum/Oost",1,0,26,1,1
"780",1.17566583,"normal",4,0,13,26,7486.2617,40,1,"Centrum/Oost",0,1,0,1,1
"781",31.013113,"normal",1,1,16.5,16,12969.042,47,1,"Centrum/Oost",0,0,11,0,0
"782",42.08535,"normal",2,1,16.5,24,7096.2061,50,1,"Centrum/Oost",1,0,0,1,0
"783",35.550854,"normal",4,0,10,0,0,30,0,"Centrum/Oost",0,0,0,0,1
"784",33.0252,"normal",3,0,13,0,7335.5835,41,0,"Centrum/Oost",0,0,24,0,0
"785",11.10629,"normal",1,1,15,26,6671.0059,42,1,"Centrum/Oost",1,0,0,1,0
"786",31.304117,"normal",3,0,10,24,6066.0059,29,1,"Centrum/Oost",1,0,0,1,1
"787",51.203094,"normal",3,0,11.5,25,12723.165,34,1,"Centrum/Oost",1,0,26,1,0
"788",49.105576,"normal",2,0,6,24,6030.6162,37,1,"Centrum/Oost",0,0,0,1,0
"789",16.126331,"normal",3,0,11.5,26,5415.2603,48,1,"Centrum/Oost",1,0,0,1,0
"790",13.578987,"normal",1,0,15,26,5488.3066,56,1,"Centrum/Oost",0,0,0,1,0
"791",20.427139,"normal",1,0,13,26,6840.6157,29,1,"Centrum/Oost",1,0,26,1,0
"792",1,"normal",4,0,11.5,21,3793.6716,50,1,"Centrum/Oost",1,0,0,1,1
"793",27.745062,"normal",4,0,13,26,4592.2769,45,1,"Centrum/Oost",1,0,0,1,0
"794",58.592827,"normal",2,0,13,23,4380.5781,48,1,"Centrum/Oost",0,0,5,0,0
"795",20.320892,"normal",4,0,10,2,7802.1831,37,0,"Centrum/Oost",0,0,25,0,1
"797",23.244728,"normal",3,0,16.5,26,5554.7368,36,1,"Centrum/Oost",0,0,0,1,1
"798",37.239594,"normal",4,0,NA,0,8457.4883,32,0,"Centrum/Oost",0,0,26,0,1
"799",37.251633,"normal",3,0,16.5,26,6941.7363,45,1,"Centrum/Oost",0,0,9,1,0
"800",31.737959,"normal",4,0,6,26,5467.4849,40,1,"Centrum/Oost",1,0,4,1,0
"801",34.69759,"normal",3,0,6,21,8205.5439,34,1,"Centrum/Oost",0,0,3,0,1
"802",1,"normal",3,1,11.5,26,7920.5796,45,1,"Centrum/Oost",0,1,0,1,0
"804",24.614355,"normal",1,0,13,26,5453.6567,42,1,"Centrum/Oost",0,0,0,1,0
"805",47.895603,"normal",1,0,15,0,3556.8833,55,0,"Centrum/Oost",0,0,25,0,0
"806",3.6506085,"never",4,1,11.5,16,1424.5381,39,1,"Zuid/West",1,0,26,0,0
"807",56.293457,"never",2,0,10,4,4545.6611,38,0,"Zuid/West",0,0,8,0,0
"808",44.522106,"never",4,1,10,0,0,37,0,"Zuid/West",1,0,0,0,1
"809",32.942528,"never",4,0,NA,23,5836.8555,35,1,"Zuid/West",0,0,0,1,1
"810",63.121426,"never",2,0,11.5,6,5929.5225,35,0,"Zuid/West",0,0,23,1,0
"811",28.163799,"never",4,0,11.5,25,5418.1875,48,1,"Zuid/West",0,0,0,1,0
"812",70.772606,"normal",3,0,15,26,5543.5903,40,1,"Zuid/West",0,0,0,1,0
"813",50.169731,"never",4,0,13,22,5912.8745,35,1,"Zuid/West",0,0,7,0,0
"814",69.6035,"normal",3,0,16.5,13,10479.077,31,1,"Zuid/West",0,0,17,0,0
"815",41.295422,"normal",1,0,15,12,8850.6719,33,0,"Zuid/West",0,0,24,0,0
"816",38.899761,"normal",1,0,16.5,17,3484.8767,47,1,"Zuid/West",0,0,0,0,0
"817",0,"never",2,0,11.5,26,5439.1548,47,1,"Zuid/West",1,0,0,1,0
"818",38.113068,"never",3,0,10,26,5554.0513,34,1,"Zuid/West",0,0,0,1,0
"819",39.777508,"normal",1,0,11.5,25,5513.5767,37,1,"Zuid/West",0,0,0,1,0
"820",88.181778,"never",2,0,16.5,16,12124.912,35,1,"Zuid/West",0,0,11,0,0
"821",55.923473,"normal",1,0,16.5,4,9137.8232,31,0,"Zuid/West",1,0,19,0,0
"822",42.789055,"never",2,0,13,26,4915.4307,29,1,"Zuid/West",0,0,0,1,0
"823",21.996019,"normal",1,0,6,26,6318.8745,51,1,"Zuidoost",0,0,3,1,0
"824",36.184772,"never",2,0,6,0,8951.8721,49,0,"Zuidoost",0,0,26,0,0
"826",26.817141,"never",4,0,11.5,13,3098.2002,52,1,"Zuidoost",0,0,0,0,0
"827",33.406727,"never",4,1,13,26,10473.031,38,1,"Zuidoost",1,0,26,1,0
"828",9.2991762,"normal",1,0,10,0,0,49,0,"Zuidoost",0,0,0,0,1
"829",24.259737,"normal",1,0,6,26,4910.5405,49,1,"Zuidoost",1,0,0,1,0
"830",28.872475,"never",4,0,13,0,0,28,0,"Zuidoost",1,0,0,0,0
"831",16.931082,"normal",1,1,10,26,7789.8184,57,1,"Zuidoost",1,1,0,1,0
"832",1.8094691,"never",4,0,6,26,4587.5288,29,1,"Zuidoost",1,0,4,1,0
"833",5.1866407,"normal",1,1,13,23,0,31,1,"Zuidoost",1,0,0,1,1
"834",47.909412,"normal",1,1,13,15,9403.9014,42,1,"Zuidoost",1,0,21,0,0
"835",53.522434,"never",2,1,6,0,2567.0706,55,0,"Zuidoost",0,1,6,0,0
"836",40.661678,"never",4,0,11.5,23,9374.5254,34,1,"Zuidoost",1,0,12,1,0
"837",15.872652,"never",4,0,15,0,26.789654,28,0,"Zuidoost",1,0,1,0,0
"838",24.527836,"never",4,0,10,25,5326.9077,42,1,"Zuidoost",1,0,0,1,0
"839",61.487843,"never",4,0,11.5,8,3523.2915,33,0,"Zuidoost",0,0,0,0,0
"840",27.472481,"never",4,0,10,26,4758.8169,30,1,"Zuidoost",0,0,0,1,0
"842",73.961205,"never",4,0,13,5,20785.869,37,0,"Zuidoost",0,0,22,0,0
"843",38.465366,"normal",2,0,10,10,3330.9043,32,0,"Zuidoost",0,0,0,0,0
"844",23.002674,"never",1,0,13,26,4763.2183,39,1,"Zuidoost",1,0,0,1,0
"845",38.419361,"never",4,0,13,0,8886.7422,56,0,"Zuidoost",1,0,12,0,0
"846",3.0151567,"normal",1,0,6,26,4764.4126,38,1,"Zuidoost",0,0,0,1,1
"847",33.769691,"never",2,0,13,26,0,36,1,"Zuidoost",1,0,0,1,0
"848",40.050381,"normal",1,0,10,18,6450.4717,53,1,"Zuidoost",0,0,19,0,0
"849",-0.038176686,"never",4,0,11.5,26,1199.0898,46,1,"Zuidoost",0,1,0,1,0
"850",1,"normal",1,0,11.5,0,4070.4961,42,0,"Zuidoost",0,0,9,0,0
"851",27.989164,"never",3,1,13,26,8401.5742,46,1,"Zuidoost",1,1,0,1,0
"852",32.813091,"never",4,1,6,26,5241.3784,39,1,"Zuidoost",1,0,0,1,0
"853",31.852716,"never",4,0,10,26,5353.9985,48,1,"Zuidoost",0,0,0,1,0
"854",83.083565,"never",3,0,13,20,7513.4595,49,1,"Zuidoost",0,0,15,0,0
"855",67.620766,"never",4,0,13,14,8886.5518,30,1,"Zuidoost",1,0,12,0,0
"856",25.453259,"never",4,0,15,8,17558.248,53,0,"Zuidoost",0,0,24,0,0
"857",71.061157,"normal",1,0,15,19,6138.8721,34,1,"Zuidoost",0,0,6,0,0
"858",40.876949,"normal",1,1,10,26,1236.8436,29,1,"Zuidoost",1,1,0,1,0
"859",50.507172,"never",4,1,13,0,9092.0957,34,0,"Zuidoost",1,0,9,0,0
"860",50.260647,"never",4,0,13,23,5740.4482,43,1,"Zuidoost",0,0,0,1,0
"861",43.537403,"normal",1,1,6,12,8933.7598,34,0,"Zuidoost",1,0,17,0,0
"862",44.210983,"never",4,0,10,26,6900.3335,39,1,"Zuidoost",1,0,0,1,0
"863",20.155575,"never",2,0,13,0,0,54,0,"Zuidoost",0,0,0,0,0
"864",12.863167,"never",4,0,11.5,9,11245.945,30,0,"Zuidoost",1,0,26,0,0
"865",43.329765,"never",1,0,10,26,5448.3838,39,1,"Zuidoost",0,0,0,1,0
"866",8.79883,"never",4,1,10,25,8034.4346,28,1,"Zuidoost",1,0,0,1,0
"867",29.240089,"never",4,0,11.5,25,5528.1797,44,1,"Zuidoost",0,0,0,1,0
"868",29.662718,"normal",1,0,6,26,5093.6074,48,1,"Zuidoost",0,0,26,1,0
"869",10.4579601,"normal",1,0,13,0,1280.572,55,0,"Zuidoost",0,0,16,0,0
"870",58.236549,"never",2,1,15,0,0,30,0,"Zuidoost",1,0,0,0,0
"871",37.935036,"never",4,1,10,23,5627.2578,38,1,"Zuidoost",1,0,26,1,0
"872",36.063614,"never",1,0,6,25,7894.1802,53,1,"Zuidoost",0,1,0,1,0
"873",23.295391,"never",4,1,6,0,5217.8892,43,0,"Zuidoost",1,1,26,0,0
"874",22.686573,"never",2,0,6,8,5742.0205,29,0,"Zuidoost",0,0,12,0,0
"875",68.994972,"never",1,0,15,16,7357.292,47,1,"Zuidoost",1,0,12,0,0
"876",1.8542702,"never",2,0,6,0,0,50,0,"Zuidoost",0,0,0,0,0
"877",1.2252601,"never",2,1,13,26,6822.7749,40,1,"Zuidoost",1,0,0,1,0
"878",0,"never",1,0,13,26,5775.8311,61,1,"Zuidoost",0,0,8,1,0
"879",58.460526,"never",3,0,10,26,4633.0576,32,1,"Zuidoost",0,0,0,1,0
"880",47.476475,"never",2,0,6,26,6019.4009,49,1,"Zuidoost",0,0,6,1,0
"881",47.344105,"never",2,0,15,7,7403.7725,30,0,"Zuidoost",0,0,26,0,0
"882",6.0258956,"normal",1,0,13,26,6241.4072,45,1,"Zuidoost",0,0,17,1,0
"883",0.37417999,"never",4,0,6,26,4727.2905,34,1,"Zuidoost",0,0,0,1,0
"884",30.618765,"never",2,0,6,26,5446.7197,50,1,"Zuidoost",0,0,0,1,0
"885",63.173447,"never",4,0,13,11,7024.1992,30,1,"Zuidoost",1,0,26,0,0
"886",38.511929,"normal",1,0,6,26,1433.0281,51,1,"Zuidoost",0,0,0,1,0
"887",54.56282,"never",4,1,13,25,4707.5347,32,1,"Zuidoost",1,0,0,1,0
"888",21.726503,"normal",1,1,6,26,8532.4336,33,1,"Zuidoost",0,1,20,1,0
"891",42.890297,"never",1,0,6,26,6269.9067,53,1,"Zuidoost",0,0,18,1,0
"892",16.317087,"normal",1,0,10,26,4783.9751,45,1,"Zuidoost",0,0,0,1,0
"894",46.512409,"normal",4,0,16.5,8,12777.772,40,0,"Zuid/West",0,0,20,0,0
"896",44.934448,"never",3,0,13,23,5219.2407,53,1,"Zuid/West",1,0,0,1,0
"897",68.113029,"normal",4,0,16.5,0,4520.9375,58,0,"Zuid/West",0,0,0,0,1
"898",25.100361,"never",3,0,6,9,9713.9189,34,0,"Zuid/West",0,0,15,0,0
"899",16.332556,"never",3,0,15,26,5575.4014,51,1,"Zuid/West",1,0,0,1,0
"900",11.712766,"never",3,0,13,26,5420.5386,31,1,"Zuid/West",0,0,0,1,0
"901",33.540699,"normal",1,0,13,2,982.21454,31,0,"Zuid/West",0,0,5,0,1
"902",54.92358,"never",3,0,16.5,20,9673.0635,47,1,"Zuid/West",0,0,8,0,0
"903",21.889935,"never",3,0,11.5,0,0,30,0,"Zuid/West",0,0,0,0,0
"904",7.5131021,"never",3,0,13,0,3344.71,28,0,"Zuid/West",1,0,14,0,0
"905",0,"never",3,0,16.5,24,4436.0811,41,1,"Zuid/West",1,0,0,1,0
"908",61.41996,"never",3,0,10,9,9579.6172,46,0,"Zuid/West",0,0,19,0,0
"909",48.76355,"never",3,0,13,26,5724.2402,36,1,"Zuid/West",0,0,0,1,0
"910",46.851013,"never",3,0,15,18,6621.5029,28,1,"Zuidoost",0,0,17,0,0
"911",67.105843,"never",2,0,13,14,7078.748,34,0,"Zuidoost",0,0,15,0,0
"912",1.3668251,"never",3,0,10,23,5706.1675,33,1,"Zuidoost",1,1,26,1,0
"913",28.492645,"normal",4,0,11.5,26,6843.3818,28,1,"Zuidoost",1,0,0,1,0
"914",21.662258,"normal",4,0,10,0,0,52,0,"Zuidoost",0,0,0,0,0
"915",34.516777,"normal",3,0,11.5,3,5815.2495,33,0,"Zuidoost",0,0,26,0,0
"916",35.352737,"normal",4,0,10,0,3253.6641,53,0,"Zuidoost",0,0,12,0,0
"917",26.698093,"normal",4,1,6,0,6262.4077,40,0,"Zuidoost",1,0,26,0,0
"918",30.328442,"normal",4,0,13,26,6603.1943,54,1,"Zuidoost",1,0,14,1,0
"919",41.990635,"normal",4,0,11.5,24,5067.3687,55,1,"Zuidoost",1,0,0,0,0
