"","suminc_before_application","default_option","quarter_ofyear","children","years_education","totweeksbenefits26","totincome26","age","benefits_wk13","location","female","partner","totweekswage26","benefits_wk26","searchperiod"
"1541",10.4274254,"normal",1,0,16.5,22,7317.479,43,1,"Centrum/Oost",1,0,6,0,0
"1542",1,"normal",1,0,15,26,3829.7832,37,1,"Centrum/Oost",0,0,0,1,0
"1543",15.654198,"never",2,0,NA,0,5896.9043,28,0,"Centrum/Oost",1,0,26,0,1
"1544",57.072578,"normal",1,0,6,7,6903.3018,30,0,"Centrum/Oost",0,0,22,0,0
"1545",61.572472,"normal",1,0,13,5,13734.951,55,0,"Centrum/Oost",0,0,26,0,0
"1546",17.9126,"never",2,0,11.5,26,5432.1343,42,1,"Centrum/Oost",0,0,0,1,0
"1547",38.869179,"normal",1,1,13,24,6455.4453,29,1,"Centrum/Oost",1,0,24,0,0
"1548",1,"normal",1,0,13,26,5806.8911,40,1,"Centrum/Oost",0,0,0,1,0
"1549",56.095013,"normal",1,0,NA,4,11063.88,28,0,"Centrum/Oost",1,0,26,0,1
"1550",18.231617,"normal",2,0,16.5,26,3885.2737,40,1,"Centrum/Oost",1,0,0,1,0
"1551",4.0614133,"normal",1,0,13,8,12385.077,37,0,"Centrum/Oost",0,0,26,0,0
"1552",44.682423,"never",2,0,11.5,23,6135.2339,39,1,"Centrum/Oost",0,0,0,1,0
"1553",56.517586,"normal",2,0,13,26,5579.7422,50,1,"Centrum/Oost",0,0,0,1,0
"1554",25.412569,"never",2,0,6,26,5368.8521,29,1,"Centrum/Oost",0,0,0,1,0
"1555",25.993572,"never",3,0,6,6,11659.906,53,0,"Centrum/Oost",0,0,7,0,0
"1556",46.287918,"normal",2,0,13,12,9037.6807,44,0,"Centrum/Oost",0,0,19,0,0
"1557",29.618961,"normal",3,0,13,26,7670.8047,28,1,"Centrum/Oost",1,0,0,1,0
"1558",1,"normal",3,0,15,13,7393.7432,37,1,"Centrum/Oost",1,0,12,0,0
"1559",30.075132,"normal",2,0,11.5,26,4658.8872,41,1,"Centrum/Oost",0,0,0,1,0
"1560",18.280365,"normal",3,0,16.5,26,5574.6118,32,1,"Centrum/Oost",1,0,0,1,0
"1561",59.968231,"normal",2,0,11.5,26,8181.4668,36,1,"Centrum/Oost",0,0,14,1,1
"1562",18.901501,"normal",2,0,15,0,849.33386,29,0,"Centrum/Oost",1,0,18,0,1
"1563",20.923744,"normal",4,0,NA,22,3468.8772,46,1,"Centrum/Oost",0,1,0,1,1
"1564",2.9813597,"normal",1,0,15,26,1744.585,46,1,"Centrum/Oost",1,0,26,1,0
"1565",21.20355,"normal",2,1,6,26,11703.515,42,1,"Centrum/Oost",0,1,9,1,0
"1566",32.49218,"normal",4,0,13,26,4621.8687,40,1,"Centrum/Oost",0,0,0,1,1
"1567",39.472649,"normal",4,0,13,26,5513.5244,30,1,"Centrum/Oost",0,0,0,1,0
"1568",24.449757,"normal",4,0,6,0,6823.8794,50,0,"Centrum/Oost",1,0,26,0,1
"1569",37.027092,"normal",2,0,13,26,5571.459,48,1,"Centrum/Oost",0,0,0,1,1
"1570",17.411779,"normal",3,0,16.5,24,5729.9858,28,1,"Centrum/Oost",0,0,0,1,0
"1571",24.644226,"normal",4,0,6,26,4883.7349,50,1,"Centrum/Oost",0,0,0,1,1
"1572",42.946304,"normal",3,0,15,26,5910.7896,49,1,"Centrum/Oost",0,0,0,1,1
"1573",26.429234,"normal",4,0,13,26,5903.7036,28,1,"Centrum/Oost",1,0,6,1,0
"1574",3.321815,"normal",3,0,13,4,6658.5762,51,0,"Centrum/Oost",0,0,23,0,0
"1575",44.68631,"normal",3,0,11.5,26,5786.0146,47,1,"Centrum/Oost",1,0,0,1,0
"1576",49.881077,"normal",3,0,13,7,8522.0381,45,0,"Centrum/Oost",1,0,16,0,0
"1577",18.665825,"normal",2,0,15,26,1224.2369,29,1,"Centrum/Oost",1,0,19,1,1
"1578",3.2319596,"normal",4,0,10,26,5272.8247,31,1,"Centrum/Oost",0,0,18,1,0
"1579",40.654366,"normal",3,0,13,24,6461.769,50,1,"Centrum/Oost",1,0,0,1,0
"1580",36.6161,"normal",3,0,13,0,4516.7817,48,0,"Centrum/Oost",0,0,0,0,1
"1581",2.98966,"never",4,0,16.5,0,0,58,0,"Centrum/Oost",1,0,0,0,1
"1582",49.837231,"normal",2,0,16.5,26,5924.2729,33,1,"Centrum/Oost",0,0,26,1,0
"1583",90.052238,"normal",3,0,15,19,5295.1118,54,1,"Centrum/Oost",1,0,5,0,0
"1584",4.6874361,"normal",4,0,6,26,5375.791,55,1,"Centrum/Oost",1,0,25,1,1
"1585",1,"normal",2,0,15,26,4974.2153,38,1,"Centrum/Oost",1,0,0,1,0
"1586",2.2293341,"normal",2,1,11.5,15,3789.7827,54,1,"Centrum/Oost",1,0,0,0,0
"1587",38.627831,"normal",3,0,11.5,26,4948.061,52,1,"Centrum/Oost",0,0,2,1,0
"1588",25.986309,"normal",4,0,11.5,26,6283.2539,30,1,"Centrum/Oost",1,0,16,1,1
"1589",1,"normal",4,0,15,26,5373.7017,63,1,"Centrum/Oost",0,0,0,1,0
"1590",31.099266,"normal",4,0,13,26,5174.7915,48,1,"Centrum/Oost",1,0,9,1,0
"1591",27.632879,"normal",2,0,11.5,8,863.21649,43,0,"Centrum/Oost",0,0,0,1,1
"1592",2.2916358,"normal",4,0,6,22,3616.1731,44,1,"Centrum/Oost",1,1,18,1,1
"1593",27.536978,"normal",3,0,15,26,5546.8228,28,1,"Centrum/Oost",0,0,0,1,0
"1594",9.4640884,"normal",4,0,10,26,4753.0825,29,1,"Centrum/Oost",0,0,0,1,1
"1595",27.907701,"normal",3,0,13,10,6023.4648,45,0,"Centrum/Oost",0,0,25,0,0
"1596",45.877953,"normal",3,0,13,3,16732.959,42,0,"Centrum/Oost",0,0,24,0,0
"1597",42.068081,"normal",3,0,10,25,5044.9272,39,1,"Centrum/Oost",0,0,7,1,0
"1598",1,"normal",3,0,10,26,5424.124,45,1,"Centrum/Oost",0,0,0,1,0
"1600",11.512031,"normal",4,0,11.5,26,4206.3257,32,1,"Centrum/Oost",0,0,0,1,1
"1601",49.069756,"normal",3,0,10,26,5103.5864,50,1,"Centrum/Oost",0,0,0,1,0
"1602",34.631382,"normal",3,0,13,21,3555.2837,40,1,"Centrum/Oost",0,0,0,1,1
"1603",30.17837,"normal",2,0,15,0,738.40002,60,0,"Centrum/Oost",0,0,6,0,1
"1604",12.139187,"normal",4,0,10,26,5982.5605,35,1,"Nieuw-West",0,0,2,1,0
"1605",34.491383,"normal",4,0,11.5,2,2279.5127,36,0,"Nieuw-West",0,0,5,0,1
"1607",23.180256,"normal",4,0,13,26,5352.6235,45,1,"Zuid/West",0,0,0,1,0
"1608",70.261848,"normal",3,0,16.5,9,10755.221,49,0,"Zuid/West",1,0,18,0,0
"1609",42.12254,"normal",4,0,15,0,0,34,0,"Zuid/West",0,0,0,0,0
"1610",2.6771057,"normal",4,0,16.5,26,5504.8516,43,1,"Zuid/West",0,0,0,1,0
"1611",32.555817,"normal",3,0,10,26,6906.1621,50,1,"Zuid/West",1,0,26,1,0
"1612",8.5803127,"normal",4,0,10,26,5609.5322,55,1,"Zuid/West",1,0,26,1,0
"1613",48.866138,"normal",3,0,15,20,7543.229,28,1,"Zuid/West",0,0,7,0,0
"1614",29.825909,"normal",4,1,NA,26,5932.6641,28,1,"Zuid/West",1,0,26,1,0
"1616",1,"normal",3,1,13,26,7757.3486,53,1,"Nieuw-West",0,1,8,1,1
"1617",36.096252,"normal",4,0,15,21,6852.2515,43,1,"Nieuw-West",1,0,26,0,1
"1618",37.328583,"normal",3,0,10,26,5387.8027,29,1,"Nieuw-West",0,0,9,1,0
"1619",27.885885,"normal",3,0,13,26,4648.7056,36,1,"Nieuw-West",0,0,0,1,1
"1620",40.027782,"normal",3,1,13,22,11111.89,37,1,"Nieuw-West",1,0,26,1,1
"1621",21.413376,"normal",3,0,10,26,6592.0928,34,1,"Nieuw-West",0,0,26,1,1
"1622",14.466784,"normal",3,0,13,21,5676.2471,32,1,"Nieuw-West",1,0,6,0,1
"1623",48.351677,"normal",3,1,10,26,7748.7139,35,1,"Nieuw-West",0,1,0,1,1
"1625",1,"normal",1,0,13,24,5053.543,50,1,"Nieuw-West",0,0,0,1,1
"1626",50.860172,"normal",3,0,10,15,9014.376,40,1,"Nieuw-West",0,0,13,0,0
"1627",33.911446,"normal",1,0,13,26,4982.8164,32,1,"Centrum/Oost",1,0,0,1,0
"1628",33.082561,"normal",1,0,10,26,4750.7388,30,1,"Centrum/Oost",0,0,0,1,0
"1629",25.240023,"normal",2,0,13,12,6512.4468,32,0,"Centrum/Oost",1,0,11,0,0
"1630",6.7304215,"normal",1,0,15,6,8526.3848,39,0,"Centrum/Oost",0,0,26,0,0
"1631",60.741482,"normal",3,0,13,26,5551.6006,43,1,"Centrum/Oost",0,0,0,1,1
"1632",22.446291,"normal",1,0,13,26,4754.9897,28,1,"Centrum/Oost",1,0,0,1,0
"1633",45.722034,"normal",2,0,13,16,7217.3096,42,1,"Centrum/Oost",1,0,26,0,0
"1634",67.484558,"normal",3,0,16.5,3,633.9375,39,0,"Centrum/Oost",0,0,0,0,1
"1635",1,"normal",4,0,13,18,5565.5498,51,1,"Centrum/Oost",1,0,0,0,0
"1636",2.07388,"normal",1,0,13,26,5453.356,39,1,"Centrum/Oost",0,0,0,1,1
"1637",20.155756,"normal",3,0,13,0,2917.3188,42,0,"Centrum/Oost",0,0,26,0,1
"1638",43.914566,"normal",3,0,10,26,5071.0161,33,1,"Centrum/Oost",0,0,8,1,0
"1639",36.298866,"normal",3,0,11.5,9,5015.9009,38,0,"Centrum/Oost",0,0,17,1,1
"1640",36.583916,"normal",3,0,11.5,10,6040.5396,38,0,"Centrum/Oost",0,0,16,1,1
"1641",64.147469,"normal",1,0,15,12,7309.1743,33,1,"Centrum/Oost",0,0,7,0,1
"1642",32.758284,"normal",2,0,16.5,3,4631.9839,32,0,"Centrum/Oost",0,0,7,0,0
"1643",23.423559,"normal",3,0,11.5,26,5653.2051,31,1,"Centrum/Oost",0,0,1,1,0
"1644",33.596664,"normal",3,0,16.5,26,5192.6255,30,1,"Centrum/Oost",0,0,0,1,0
"1645",61.346378,"normal",2,0,15,12,11444.939,41,0,"Centrum/Oost",1,0,15,0,1
"1646",16.355618,"normal",4,0,15,0,0,35,0,"Centrum/Oost",0,0,0,0,1
"1647",1,"normal",2,0,16.5,26,5439.5854,46,1,"Centrum/Oost",1,0,0,1,0
"1649",3.0540297,"normal",4,0,6,0,2020.34,31,0,"Centrum/Oost",0,0,22,0,0
"1650",11.275717,"normal",2,0,10,26,8298.9082,29,1,"Centrum/Oost",0,0,6,1,0
"1651",14.513191,"normal",2,0,16.5,26,5494.1289,39,1,"Centrum/Oost",0,1,12,1,1
"1652",13.893807,"normal",4,0,13,0,1959.6615,31,0,"Centrum/Oost",1,0,13,0,1
"1653",8.6374807,"normal",4,0,15,0,0,34,0,"Centrum/Oost",1,0,0,0,1
"1654",1,"normal",4,0,15,0,17793.076,35,0,"Centrum/Oost",0,0,26,0,0
"1655",34.04475,"normal",2,0,16.5,26,5582.2061,63,1,"Centrum/Oost",0,0,0,1,0
"1656",13.430593,"normal",2,0,15,1,819.43732,30,0,"Centrum/Oost",1,0,0,0,0
"1657",32.311348,"normal",2,1,10,26,4565.0459,48,1,"Centrum/Oost",1,0,26,1,0
"1658",37.344578,"normal",1,0,11.5,26,5376.7603,50,1,"Centrum/Oost",0,0,0,1,0
"1659",48.053925,"normal",4,0,13,0,0,28,0,"Centrum/Oost",1,0,0,0,1
"1660",30.35062,"normal",4,0,10,0,7057.6465,29,0,"Centrum/Oost",0,0,22,0,0
"1661",80.363968,"normal",4,0,16.5,0,24167.648,36,0,"Centrum/Oost",0,0,26,0,0
"1662",8.3201299,"normal",3,0,16.5,14,13091.782,37,1,"Centrum/Oost",0,0,13,0,0
"1663",1,"normal",3,0,13,0,1512.2351,28,0,"Centrum/Oost",1,0,5,0,1
"1665",1.56927228,"normal",4,0,16.5,26,6811.064,30,1,"Centrum/Oost",0,0,14,1,1
"1666",52.63414,"normal",2,0,11.5,15,9769.75,34,1,"Centrum/Oost",0,0,11,0,0
"1668",0,"never",1,1,13,22,6177.6069,29,1,"Nieuw-West",1,0,0,1,0
"1669",49.892086,"never",4,0,13,26,5692.0889,33,1,"Nieuw-West",0,0,26,1,0
"1670",40.044666,"never",4,0,6,26,5350.2153,28,1,"Nieuw-West",0,0,0,1,0
"1671",42.786728,"normal",1,0,15,9,11421.847,45,0,"Nieuw-West",1,0,18,0,0
"1673",22.651846,"normal",1,0,13,26,4334.3765,54,1,"Nieuw-West",1,0,22,1,0
"1674",29.315449,"normal",3,0,6,26,6097.3848,52,1,"Nieuw-West",1,0,3,1,1
"1675",2.5934199,"normal",2,1,13,3,9182.8281,39,0,"Nieuw-West",0,1,19,0,0
"1676",47.992485,"normal",2,0,6,11,6476.8682,28,0,"Nieuw-West",1,0,15,0,1
"1678",1.630663,"never",1,0,13,26,3873.498,37,1,"Nieuw-West",0,1,0,1,0
"1679",35.897758,"never",1,0,13,26,3873.498,35,1,"Nieuw-West",1,1,0,1,0
"1680",53.201088,"normal",2,1,13,7,16971.711,46,0,"Nieuw-West",0,1,17,0,0
"1681",26.407951,"never",4,1,13,26,8732.2373,32,1,"Nieuw-West",1,0,20,1,0
"1682",31.814747,"normal",3,1,6,26,7815.4272,49,1,"Nieuw-West",0,1,0,1,1
"1683",27.912029,"normal",2,0,10,26,5649.6733,28,1,"Nieuw-West",0,0,5,1,1
"1684",42.732792,"normal",2,0,10,8,10670.678,49,0,"Nieuw-West",1,0,26,0,1
"1685",2.501578,"normal",2,0,6,26,7515.5405,38,1,"Nieuw-West",0,1,0,1,1
"1686",35.670345,"never",1,1,11.5,26,5081.5269,37,1,"Nieuw-West",1,0,0,1,0
"1687",50.813549,"normal",3,1,16.5,1,7201.6582,42,0,"Nieuw-West",0,1,19,0,1
"1688",25.450697,"never",4,0,6,26,5460.0239,40,1,"Nieuw-West",0,0,26,1,0
"1689",18.441933,"normal",2,0,11.5,7,1501.1938,52,0,"Nieuw-West",0,0,0,0,0
"1690",15.812867,"normal",3,0,13,26,8691.9463,30,1,"Nieuw-West",0,0,24,1,1
"1691",14.375297,"never",1,0,13,26,6960.3887,28,1,"Nieuw-West",0,0,22,1,0
"1693",1,"normal",3,0,6,26,5402.228,51,1,"Nieuw-West",0,0,0,1,1
"1694",19.520872,"never",4,0,15,26,4627.791,28,1,"Nieuw-West",0,0,0,1,0
"1695",57.09499,"normal",3,0,15,12,12325.441,29,1,"Nieuw-West",0,0,13,0,1
"1696",4.5231206,"normal",2,0,11.5,26,5083.04,32,1,"Nieuw-West",0,0,5,1,1
"1697",50.87117,"normal",4,0,15,3,15494.271,30,0,"Nieuw-West",1,0,26,0,0
"1698",21.082472,"normal",4,0,15,26,3799.1416,34,1,"Zuid/West",0,0,0,1,0
"1700",63.120148,"normal",4,0,13,0,58.351543,29,0,"Zuid/West",0,0,4,0,0
"1702",5.4818244,"normal",3,0,10,0,0,29,0,"Nieuw-West",0,0,0,0,1
"1703",46.140949,"never",4,0,10,26,5398.4692,50,1,"Nieuw-West",0,0,0,1,0
"1704",8.3816519,"never",4,1,15,16,8665.8457,29,1,"Nieuw-West",1,0,11,0,0
"1705",17.616835,"normal",3,0,11.5,12,5692.2651,28,0,"Nieuw-West",1,1,26,0,0
"1706",69.156937,"normal",3,0,15,0,9372.3232,54,0,"Nieuw-West",0,0,16,0,1
"1707",59.589241,"normal",2,0,15,26,4778.981,40,1,"Nieuw-West",0,0,0,1,0
"1708",22.903858,"normal",3,0,16.5,0,0,31,0,"Nieuw-West",0,0,0,0,1
"1709",59.945644,"never",4,0,11.5,26,7014.4741,35,1,"Nieuw-West",1,0,3,1,0
"1710",30.866234,"never",3,0,10,24,4670.1787,33,1,"Nieuw-West",0,0,0,1,1
"1711",2.1128598,"normal",3,0,15,23,0,44,1,"Nieuw-West",1,0,0,1,1
"1713",36.822254,"never",4,0,6,26,7522.0645,33,1,"Nieuw-West",0,0,26,1,0
"1714",37.618454,"normal",3,0,13,26,5402.6001,38,1,"Nieuw-West",0,0,0,1,1
"1715",12.138522,"normal",2,0,6,26,5795.4448,38,1,"Nieuw-West",1,0,19,1,0
"1716",33.610298,"never",4,0,16.5,26,5398.4692,29,1,"Nieuw-West",0,0,0,1,0
"1717",1,"normal",2,0,13,0,0,48,0,"Nieuw-West",0,1,0,0,0
"1718",5.3476501,"normal",3,0,11.5,17,3548.7441,28,1,"Nieuw-West",0,0,0,0,1
"1719",13.869673,"never",3,0,13,25,5221.9346,37,1,"Nieuw-West",0,0,0,1,1
"1720",2.714025,"normal",3,0,16.5,0,4327.7363,28,0,"Nieuw-West",0,0,26,0,1
"1721",46.130207,"never",3,0,15,3,14654.112,30,0,"Nieuw-West",1,0,26,0,0
"1723",47.427292,"normal",2,0,13,17,8803.9102,29,1,"Nieuw-West",0,0,17,0,0
"1724",0,"never",4,0,13,26,6143.4341,43,1,"Nieuw-West",1,0,0,1,1
"1725",15.557695,"normal",2,0,10,26,3143.0808,42,1,"Nieuw-West",0,1,0,1,0
"1726",71.738747,"normal",2,0,6,25,10990.599,42,1,"Nieuw-West",0,0,26,1,0
"1727",2.1128598,"normal",3,0,15,0,0,44,0,"Nieuw-West",1,0,0,0,1
"1728",1.90895456,"normal",2,0,15,20,8651.4287,30,1,"Nieuw-West",0,0,18,0,1
"1729",30.61977,"normal",3,1,10,26,7531.6152,36,1,"Nieuw-West",1,0,0,1,1
"1730",15.769392,"never",2,0,10,9,8538.5771,34,0,"Nieuw-West",0,0,19,0,0
"1731",1.01227,"normal",2,0,6,0,0,38,0,"Nieuw-West",0,0,0,0,0
"1732",34.483444,"normal",3,0,13,14,5347.3706,53,1,"Nieuw-West",1,0,15,0,1
"1733",0,"never",4,0,16.5,4,760.15332,34,0,"Nieuw-West",0,0,0,0,0
"1734",56.298401,"never",2,0,10,26,8442.2119,39,1,"Nieuw-West",0,0,24,1,0
"1735",6.9068937,"never",1,0,13,13,3924.761,31,1,"Zuid/West",0,0,0,0,0
"1736",40.178543,"never",2,0,15,26,5435.7896,29,1,"Zuid/West",0,0,0,1,0
"1737",68.184944,"never",2,0,15,23,7174.1567,31,1,"Zuid/West",0,0,0,1,0
"1738",5.4054103,"normal",3,0,10,26,4304.457,33,1,"Zuid/West",0,0,0,1,0
"1740",24.561729,"normal",3,0,6,26,4793.2759,38,1,"Zuid/West",1,0,0,1,0
"1741",54.548328,"normal",4,0,10,13,6675.2114,47,1,"Zuid/West",0,0,9,0,1
"1742",47.727306,"normal",3,0,16.5,26,5562.3838,37,1,"Zuid/West",1,0,0,1,1
"1743",79.2631,"normal",3,0,13,26,5589.3013,52,1,"Zuid/West",1,0,0,1,1
"1744",31.719437,"normal",4,0,11.5,0,8894.75,33,0,"Zuid/West",0,0,23,0,1
"1745",55.977455,"normal",2,0,16.5,14,10311.361,47,0,"Zuid/West",1,0,13,1,0
"1746",49.751499,"never",2,0,11.5,4,2561.582,32,0,"Zuid/West",0,0,19,0,0
"1747",3.6259897,"never",3,0,NA,26,4648.7056,40,1,"Zuid/West",0,0,0,1,0
"1748",16.704528,"normal",2,1,6,26,6186.5928,40,1,"Zuid/West",1,0,0,1,0
"1749",26.108419,"never",3,0,10,0,0,46,0,"Zuid/West",0,0,0,0,0
"1751",56.366978,"never",3,0,11.5,26,5563.3354,28,1,"Zuid/West",0,0,0,1,0
"1752",17.676317,"never",3,0,13,26,5102.7871,31,1,"Zuid/West",1,0,0,1,0
"1753",46.255676,"normal",2,0,11.5,17,3200.3396,32,1,"Zuid/West",1,0,0,1,1
"1754",0.10097,"never",3,0,13,26,4918.0156,28,1,"Zuid/West",0,0,0,1,0
"1755",32.057285,"never",3,0,10,26,5797.8232,50,1,"Zuid/West",0,0,5,1,0
"1756",42.39349,"normal",3,0,11.5,26,5547.2554,32,1,"Zuid/West",1,0,0,1,1
"1757",0,"never",3,0,11.5,26,5573.9785,49,1,"Zuid/West",0,0,0,1,0
"1758",52.463276,"normal",1,1,13,0,11439.473,35,0,"Nieuw-West",1,0,26,0,1
"1759",60.306938,"normal",2,1,15,0,14892.614,49,0,"Nieuw-West",1,0,24,0,0
"1760",66.94825,"normal",1,0,15,15,16761.104,43,1,"Nieuw-West",1,0,12,0,0
"1761",13.323447,"normal",1,0,16.5,0,215.67894,41,0,"Nieuw-West",0,0,7,0,0
"1762",21.997972,"normal",1,0,10,0,8040.8691,50,0,"Nieuw-West",1,0,21,0,0
"1763",17.958382,"normal",2,0,6,0,0,33,0,"Nieuw-West",0,0,0,0,1
"1764",10.7713976,"normal",1,0,6,26,0,41,1,"Zuid/West",0,0,0,1,0
"1766",1,"normal",3,0,10,12,4628.1694,36,1,"Zuid/West",1,1,18,0,1
"1767",30.703806,"never",1,0,13,0,7412.9585,30,0,"Zuid/West",1,0,26,0,0
"1768",1,"normal",3,0,10,12,6939.5005,40,1,"Zuid/West",0,1,18,0,1
"1769",41.319656,"normal",4,0,13,0,6828.1636,41,0,"Zuid/West",0,0,17,0,1
"1770",8.3849707,"never",4,0,6,0,0,51,0,"Nieuw-West",0,1,0,0,0
"1772",46.656532,"normal",2,1,13,26,6990.8003,30,1,"Nieuw-West",0,1,0,1,1
"1773",23.652887,"normal",2,0,13,19,6088.6685,30,1,"Nieuw-West",0,0,6,0,0
"1774",17.583448,"never",4,0,6,0,1853.9679,39,0,"Nieuw-West",0,0,10,0,0
"1776",41.685768,"never",4,1,10,0,5458.7847,43,0,"Nieuw-West",1,1,26,0,0
"1778",28.347336,"normal",1,0,11.5,26,7973.9482,37,1,"Nieuw-West",0,1,0,1,0
"1779",24.285795,"normal",2,0,13,26,6921.0112,31,1,"Nieuw-West",0,0,22,1,1
"1780",28.954798,"normal",2,0,11.5,26,4033.9231,52,1,"Nieuw-West",1,0,0,1,0
"1782",44.607746,"normal",1,0,10,10,3600.5417,29,0,"Nieuw-West",0,0,20,1,1
"1783",50.961174,"normal",4,0,15,26,5357.1431,33,1,"Nieuw-West",0,0,0,1,1
"1784",0.859055,"normal",1,0,13,26,5748.4888,33,1,"Nieuw-West",1,0,0,1,0
"1785",59.85397,"never",4,0,15,0,1936.4796,56,0,"Nieuw-West",0,0,0,0,0
"1786",20.339518,"normal",1,0,10,26,9353.5615,31,1,"Nieuw-West",1,1,23,1,1
"1787",39.813995,"never",4,0,15,0,3722.8042,40,0,"Nieuw-West",0,0,8,0,0
"1788",74.248985,"normal",2,1,10,11,21904.355,31,0,"Nieuw-West",0,0,26,0,0
"1789",12.672626,"normal",1,0,10,22,5828.7358,42,1,"Nieuw-West",1,0,26,1,0
"1790",1,"normal",3,0,10,26,3959.6519,49,1,"Nieuw-West",0,0,0,1,1
"1791",15.378711,"normal",2,1,11.5,16,8585.626,28,1,"Nieuw-West",0,1,15,0,0
"1792",48.478439,"normal",2,0,10,16,8005.2173,32,1,"Nieuw-West",0,0,11,0,1
"1794",32.417152,"normal",1,0,15,25,5675.5479,31,1,"Nieuw-West",0,0,0,1,1
"1796",69.359673,"normal",3,0,15,9,9663.5352,42,0,"Centrum/Oost",1,0,18,0,0
"1797",0.24668753,"normal",2,1,10,21,5508.1353,41,1,"Centrum/Oost",1,0,5,1,0
"1798",48.400349,"normal",4,0,15,4,15781.687,37,0,"Centrum/Oost",0,0,25,0,0
"1799",7.0000329,"normal",4,0,15,0,1679.6642,47,0,"Centrum/Oost",1,0,14,0,1
"1800",40.393444,"normal",4,0,6,24,7581.3813,46,1,"Centrum/Oost",0,0,26,1,1
"1802",31.234324,"normal",3,0,11.5,12,7088.2036,28,0,"Centrum/Oost",1,0,19,0,0
"1803",39.630459,"normal",3,0,13,26,5625.9531,30,1,"Centrum/Oost",0,0,0,1,0
"1804",74.459084,"normal",4,0,15,26,5405.6128,38,1,"Centrum/Oost",1,0,0,1,0
"1806",38.195984,"normal",4,0,13,26,6727.9834,28,1,"Centrum/Oost",1,0,0,1,1
"1807",50.20575,"normal",4,0,16.5,7,14696.392,33,0,"Centrum/Oost",1,0,19,0,1
"1808",68.135262,"normal",3,0,15,6,16690.283,31,0,"Centrum/Oost",0,0,19,0,0
"1809",1.0933,"normal",3,0,16.5,0,0,29,0,"Centrum/Oost",1,1,0,0,0
"1810",53.82135,"normal",1,1,15,0,7089.4404,38,0,"Centrum/Oost",1,0,0,0,0
"1811",31.117493,"normal",1,0,11.5,14,4805.772,30,1,"Centrum/Oost",0,0,15,0,1
"1812",49.778633,"never",2,0,16.5,0,17925.072,42,0,"Centrum/Oost",0,0,26,0,0
"1813",1,"normal",3,0,10,26,4647.1748,28,1,"Centrum/Oost",0,0,0,1,1
"1815",60.429115,"normal",3,0,15,5,13362.371,37,0,"Centrum/Oost",0,0,15,0,0
"1816",41.157986,"normal",4,0,11.5,8,10796.038,57,0,"Centrum/Oost",0,0,20,0,0
"1818",37.687897,"normal",2,0,11.5,7,6445.3008,30,0,"Centrum/Oost",0,0,16,0,1
"1819",24.486097,"normal",3,0,16.5,1,3479.9397,28,0,"Centrum/Oost",1,0,15,0,0
"1820",18.279758,"normal",1,0,13,22,5965.7183,39,1,"Centrum/Oost",0,0,20,1,0
"1821",5.2361703,"never",1,0,13,0,13521.826,45,0,"Centrum/Oost",0,0,26,0,0
"1822",28.166342,"normal",3,1,13,25,2237.5474,36,1,"Centrum/Oost",1,1,0,1,0
"1823",15.815178,"normal",2,0,11.5,26,5436.9824,28,1,"Centrum/Oost",0,0,0,1,0
"1824",42.762981,"normal",1,1,10,0,0,37,0,"Centrum/Oost",0,1,0,0,0
"1825",82.235283,"normal",1,0,10,0,2211.751,54,0,"Centrum/Oost",0,0,0,0,0
"1826",46.315678,"normal",2,0,10,0,17124.305,36,0,"Centrum/Oost",0,0,25,0,0
"1827",4.6399574,"normal",3,1,15,9,14011.194,42,0,"Centrum/Oost",1,0,26,0,0
"1829",2.2736233,"normal",3,0,10,26,6136.5649,28,1,"Centrum/Oost",0,0,15,1,0
"1830",45.122402,"normal",4,0,16.5,13,10034.833,37,1,"Centrum/Oost",0,0,15,0,1
"1831",14.8355,"normal",1,0,15,26,5459.874,56,1,"Centrum/Oost",1,0,0,1,0
"1832",36.04039,"normal",3,0,6,25,4603.0718,35,1,"Centrum/Oost",0,0,0,1,1
"1833",12.135508,"normal",2,1,6,26,7586.2227,35,1,"Centrum/Oost",1,1,26,1,0
"1834",17.651907,"normal",2,0,15,17,4687.2998,28,1,"Centrum/Oost",0,0,10,0,0
"1835",56.658627,"normal",4,0,16.5,19,3872.0027,45,1,"Centrum/Oost",0,0,0,0,0
"1836",1.0093451,"never",1,0,11.5,23,4958.2422,29,1,"Centrum/Oost",1,0,21,1,0
"1837",29.559422,"normal",4,1,6,0,5502.9624,36,0,"Centrum/Oost",1,0,26,0,1
"1838",41.509041,"normal",4,0,15,26,7152.5649,40,1,"Centrum/Oost",1,0,0,1,1
"1839",30.050241,"normal",4,1,13,26,4514.3936,44,1,"Centrum/Oost",1,1,0,1,1
"1840",3.9370306,"normal",3,0,10,26,5421.8628,54,1,"Centrum/Oost",0,0,0,1,1
"1841",30.87711,"never",2,0,10,25,5915.416,29,1,"Centrum/Oost",0,0,0,1,0
"1842",43.960442,"normal",1,1,15,0,9491.2402,50,0,"Centrum/Oost",1,0,23,0,0
"1843",1,"normal",1,0,16.5,26,5453.9194,59,1,"Centrum/Oost",0,0,0,1,0
"1844",61.031391,"normal",4,0,16.5,17,13926.601,38,1,"Centrum/Oost",1,0,23,0,0
"1845",28.434969,"never",2,0,11.5,13,8167.9346,30,1,"Centrum/Oost",0,0,18,0,0
